employee_id,home_area,latitude,longitude,distance_to_workplace_km,walk_to_station_min,waiting_time_min,public_transport_min,transfer_count,station_to_work_min,door_to_door_min,commute_group,connectivity_score,adoption_score,adoption_category
EMP0788,Hamburg-Eimsbüttel,53.562356,10.001012,12.49,6.9,3.7,26.8,1,8.4,49.8,46–60 min,61.7,60.7,Medium
EMP0789,Hamburg-Bergedorf,53.491791,10.159756,27.29,4.0,10.4,50.0,2,9.3,81.7,>60 min,31.1,31.7,Low
EMP0790,Hamburg-Wandsbek,53.542072,10.050263,22.89,8.3,3.1,36.5,1,5.6,57.5,46–60 min,56.6,55.8,Medium
EMP0791,Hamburg-Altona,53.508035,9.957383,28.99,11.5,3.5,43.2,0,9.8,67.9,>60 min,46.0,40.9,Medium
EMP0792,Hamburg-Nord,53.613959,10.035806,13.29,6.5,6.8,34.9,0,5.2,53.5,46–60 min,67.7,65.8,Medium
EMP0793,Hamburg-Eimsbüttel,53.540404,9.956918,15.21,8.9,2.0,33.6,0,9.6,54.2,46–60 min,60.3,56.4,Medium
EMP0794,Hamburg-Altona,53.46509,9.905696,22.19,12.9,5.5,35.0,1,6.6,64.0,>60 min,45.5,42.9,Medium
EMP0795,Hamburg-Altona,53.54253,9.938474,23.33,11.3,5.4,37.0,0,11.0,64.7,>60 min,47.6,42.2,Medium
EMP0796,Hamburg-Eimsbüttel,53.606924,9.963598,10.28,6.1,4.2,44.2,0,11.8,66.2,>60 min,50.7,46.6,Medium
EMP0797,Hamburg-Altona,53.510539,9.94092,24.25,9.0,11.3,37.4,2,6.1,71.8,>60 min,37.8,38.2,Low
EMP0798,Hamburg-Altona,53.530014,9.905307,34.88,14.4,6.2,33.5,0,5.4,59.6,46–60 min,54.4,50.0,Medium
EMP0799,Hamburg-Bergedorf,53.470915,10.267525,32.74,11.7,7.7,46.4,1,4.4,74.2,>60 min,40.2,38.3,Low
EMP0800,Hamburg-Wandsbek,53.584437,10.142231,18.79,20.0,6.1,38.8,1,10.1,78.9,>60 min,24.3,18.7,Low
EMP0801,Hamburg-Bergedorf,53.400093,10.196141,36.15,11.7,9.4,38.3,2,7.5,75.0,>60 min,30.8,29.9,Low
EMP0802,Hamburg-Eimsbüttel,53.547212,9.916192,19.25,7.7,5.6,27.9,1,10.2,55.3,46–60 min,54.5,52.6,Medium
EMP0803,Norderstedt,53.651926,10.016287,15.16,8.3,3.4,29.4,0,8.8,49.8,46–60 min,65.6,62.2,Medium
EMP0804,Hamburg-Wandsbek,53.551341,10.102566,14.23,12.0,4.6,32.5,0,10.6,59.6,46–60 min,51.7,46.4,Medium
EMP0805,Hamburg-Altona,53.583757,9.949312,23.41,9.9,8.0,39.4,0,4.9,62.2,>60 min,57.2,54.2,Medium
EMP0806,Hamburg-Altona,53.563768,9.929692,23.81,10.9,7.4,33.0,1,4.1,59.5,46–60 min,53.8,52.6,Medium
EMP0807,Hamburg-Wandsbek,53.564894,10.135461,20.81,5.8,8.1,40.8,2,11.3,74.0,>60 min,33.9,33.6,Low
EMP0808,Hamburg-Altona,53.511138,9.922653,13.2,4.5,4.9,51.5,0,10.1,71.1,>60 min,49.8,46.6,Medium
EMP0809,Hamburg-Nord,53.60521,10.014135,7.91,5.9,4.0,27.4,1,5.8,47.2,46–60 min,67.5,67.6,Medium
EMP0810,Pinneberg,53.708951,9.773253,10.72,13.5,6.2,27.1,1,8.7,59.5,46–60 min,46.6,43.2,Medium
EMP0811,Hamburg-Altona,53.58518,9.916067,16.65,10.0,6.1,38.8,0,8.6,63.5,>60 min,52.3,48.1,Medium
EMP0812,Hamburg-Altona,53.527417,9.973391,22.98,8.5,3.1,25.7,1,4.1,45.4,46–60 min,68.2,68.1,Medium
EMP0813,Pinneberg,53.639876,9.767771,21.55,6.9,7.7,40.6,2,4.6,67.9,>60 min,44.6,46.1,Medium
EMP0814,Hamburg-Wandsbek,53.56333,10.048369,14.48,9.2,6.1,29.2,0,4.7,49.2,46–60 min,69.2,66.7,Medium
EMP0815,Hamburg-Altona,53.555146,9.948567,15.96,13.3,2.3,30.6,0,10.7,57.0,46–60 min,52.4,46.8,Medium
EMP0816,Norderstedt,53.70027,9.989959,8.39,5.7,5.6,22.6,1,8.7,46.7,46–60 min,65.3,64.6,Medium
EMP0817,Norderstedt,53.661579,10.017724,8.35,2.5,5.7,25.2,1,5.0,42.3,31–45 min,75.5,76.8,High
EMP0818,Hamburg-Nord,53.614661,10.037212,10.79,8.6,7.6,28.7,0,6.0,50.8,46–60 min,67.2,64.5,Medium
EMP0819,Hamburg-Wandsbek,53.594071,10.126807,22.21,5.8,8.3,40.2,2,8.6,70.8,>60 min,39.3,39.9,Low
EMP0820,Hamburg-Eimsbüttel,53.590353,9.978273,32.52,4.5,5.9,37.3,0,7.0,54.7,46–60 min,67.0,65.2,Medium
EMP0821,Hamburg-Altona,53.54557,9.923786,22.42,7.1,5.8,31.5,0,5.0,49.4,46–60 min,70.8,68.9,Medium
EMP0822,Hamburg-Wandsbek,53.578281,10.134803,24.81,7.5,5.2,44.7,1,10.2,71.6,>60 min,40.9,38.7,Low
EMP0823,Hamburg-Eimsbüttel,53.564007,9.9778,12.92,6.7,6.0,36.9,1,8.5,62.1,>60 min,51.3,50.0,Medium
EMP0824,Hamburg-Wandsbek,53.606983,10.062248,13.52,6.2,6.0,40.5,0,9.7,62.5,>60 min,55.9,52.5,Medium
EMP0825,Hamburg-Harburg,53.381975,10.040462,30.88,8.0,8.9,46.0,2,4.1,75.0,>60 min,37.9,39.1,Low
EMP0826,Hamburg-Altona,53.559141,9.91175,18.69,9.6,9.0,32.9,3,10.1,73.6,>60 min,26.2,27.0,Low
EMP0827,Hamburg-Wandsbek,53.582041,10.120829,29.65,10.6,8.3,56.0,0,4.4,79.3,>60 min,42.5,39.0,Low
EMP0828,Hamburg-Eimsbüttel,53.529471,9.973627,12.48,7.7,4.0,44.0,1,3.3,63.1,>60 min,54.7,54.6,Medium
EMP0829,Norderstedt,53.671067,9.925309,2.0,1.2,9.7,15.3,2,8.9,43.0,31–45 min,67.4,69.9,Medium
EMP0830,Hamburg-Eimsbüttel,53.56214,9.955941,21.24,1.4,5.9,48.7,1,13.4,73.4,>60 min,42.1,40.7,Medium
EMP0831,Hamburg-Wandsbek,53.633439,10.074113,22.76,8.0,7.1,33.8,2,6.3,63.1,>60 min,46.0,46.8,Medium
EMP0832,Hamburg-Nord,53.607114,10.063701,2.0,10.8,8.8,26.2,0,2.6,48.5,46–60 min,70.3,68.1,Medium
EMP0833,Hamburg-Eimsbüttel,53.608194,9.941,18.69,5.6,8.1,34.7,0,7.4,55.8,46–60 min,64.5,62.1,Medium
EMP0834,Hamburg-Wandsbek,53.54497,10.106968,24.99,5.8,5.2,28.7,1,7.3,51.0,46–60 min,63.0,62.6,Medium
EMP0835,Hamburg-Bergedorf,53.488848,10.166781,34.46,6.6,5.4,44.9,0,11.5,68.3,>60 min,48.8,44.7,Medium
EMP0836,Hamburg-Nord,53.600903,10.048093,15.93,11.0,4.7,36.3,1,7.7,63.7,>60 min,46.4,44.0,Medium
EMP0837,Hamburg-Bergedorf,53.483102,10.243591,37.16,7.5,7.0,51.4,1,11.1,80.9,>60 min,32.1,29.3,Low
EMP0838,Pinneberg,53.660676,9.807735,13.79,8.1,6.9,53.8,1,8.4,81.2,>60 min,33.8,31.7,Low
EMP0839,Hamburg-Nord,53.650092,10.063898,6.08,10.6,4.8,21.1,0,10.2,46.7,46–60 min,64.4,59.9,Medium
EMP0840,Hamburg-Nord,53.64197,10.004714,24.06,8.8,3.8,36.1,1,10.1,62.9,>60 min,47.0,44.6,Medium
EMP0841,Hamburg-Altona,53.518517,9.946575,16.6,4.9,6.5,31.8,0,9.5,52.7,46–60 min,65.7,63.0,Medium
EMP0842,Hamburg-Bergedorf,53.444111,10.225552,25.27,6.4,7.7,37.3,1,8.4,63.8,>60 min,50.3,49.1,Medium
EMP0843,Hamburg-Nord,53.671319,9.981378,13.22,9.7,4.7,25.9,2,9.2,57.5,46–60 min,46.1,45.7,Medium
EMP0844,Hamburg-Nord,53.648318,10.01647,12.51,8.1,7.3,30.8,0,7.3,53.5,46–60 min,64.1,61.1,Medium
EMP0845,Hamburg-Altona,53.572602,9.922609,22.75,6.9,9.1,19.5,0,6.0,41.5,31–45 min,76.7,74.7,High
EMP0846,Norderstedt,53.671162,9.948796,8.26,5.3,6.6,38.1,1,11.0,64.9,>60 min,48.0,46.4,Medium
EMP0847,Hamburg-Eimsbüttel,53.565746,9.941976,8.96,4.6,5.9,29.7,1,8.1,52.3,46–60 min,62.2,61.9,Medium
EMP0848,Hamburg-Wandsbek,53.552873,10.079744,18.77,6.2,8.8,22.8,2,10.8,56.5,46–60 min,48.9,49.1,Medium
EMP0849,Hamburg-Altona,53.568685,9.954389,18.83,6.7,10.0,31.4,0,12.7,60.7,>60 min,54.0,49.6,Medium
EMP0850,Ahrensburg,53.725716,10.265267,25.95,10.2,3.8,45.6,0,8.9,68.5,>60 min,47.6,43.2,Medium
EMP0851,Hamburg-Altona,53.537492,10.000441,15.37,8.9,9.5,27.0,1,10.6,60.0,>60 min,48.9,46.4,Medium
EMP0852,Hamburg-Altona,53.592733,9.90395,25.66,8.3,4.4,35.7,0,13.5,61.8,>60 min,50.6,45.5,Medium
EMP0853,Hamburg-Harburg,53.428136,9.983725,20.75,6.9,9.9,44.0,3,10.7,83.6,>60 min,19.6,20.8,Low
EMP0854,Norderstedt,53.664711,9.938426,2.0,6.1,5.9,16.3,0,5.1,33.4,31–45 min,85.4,84.1,High
EMP0855,Hamburg-Altona,53.522331,9.899206,21.79,9.3,2.9,34.3,1,2.6,53.0,46–60 min,62.5,62.5,Medium
EMP0856,Hamburg-Nord,53.585283,10.02235,7.48,7.7,2.0,34.8,1,11.7,60.2,>60 min,48.9,46.4,Medium
EMP0857,Hamburg-Bergedorf,53.475048,10.239061,30.9,7.4,6.1,46.6,0,7.6,67.6,>60 min,52.4,49.2,Medium
EMP0858,Norderstedt,53.677416,9.972479,20.13,8.5,7.6,21.5,3,6.3,55.9,46–60 min,46.1,48.7,Medium
EMP0859,Hamburg-Eimsbüttel,53.595406,9.922461,14.87,6.9,12.1,29.4,3,8.3,68.7,>60 min,34.8,37.1,Low
EMP0860,Hamburg-Nord,53.654895,9.997538,13.09,10.3,7.8,20.5,0,6.3,44.9,31–45 min,70.2,67.0,Medium
EMP0861,Hamburg-Bergedorf,53.459129,10.255811,31.5,11.1,6.3,49.8,0,6.0,73.3,>60 min,45.4,41.4,Medium
EMP0862,Hamburg-Bergedorf,53.469026,10.21559,33.34,13.2,6.2,33.3,1,6.2,63.0,>60 min,46.4,43.8,Medium
EMP0863,Hamburg-Bergedorf,53.44547,10.170319,30.84,7.7,2.6,48.2,0,12.4,71.0,>60 min,44.4,39.6,Low
EMP0864,Hamburg-Nord,53.628142,9.941826,15.61,9.9,5.4,27.1,0,10.1,52.4,46–60 min,60.4,56.1,Medium
EMP0865,Hamburg-Altona,53.58581,9.931443,29.05,7.3,5.4,30.7,2,9.6,61.0,>60 min,45.3,45.4,Medium
EMP0866,Norderstedt,53.689343,10.04201,15.38,5.4,9.4,19.4,2,2.0,44.2,31–45 min,68.4,71.5,High
EMP0867,Hamburg-Harburg,53.450169,9.966556,26.21,8.7,4.6,40.5,1,4.1,61.9,>60 min,54.0,53.5,Medium
EMP0868,Hamburg-Bergedorf,53.485322,10.267083,22.72,10.4,5.2,57.3,2,9.9,90.9,>60 min,21.6,20.1,Low
EMP0869,Hamburg-Altona,53.534848,9.970324,11.93,6.2,5.4,32.3,1,6.6,54.5,46–60 min,60.4,60.0,Medium
EMP0870,Hamburg-Altona,53.507044,10.003685,20.34,8.3,9.3,43.9,1,5.8,71.2,>60 min,44.8,43.6,Medium
EMP0871,Hamburg-Bergedorf,53.508322,10.224197,22.88,9.2,8.6,55.6,2,7.0,88.5,>60 min,25.8,25.6,Low
EMP0872,Hamburg-Altona,53.568606,9.947966,16.66,8.8,9.5,32.0,1,7.6,61.9,>60 min,50.4,48.8,Medium
EMP0873,Ahrensburg,53.674251,10.180244,26.21,8.0,9.3,33.6,1,3.4,58.3,46–60 min,58.4,58.3,Medium
EMP0874,Hamburg-Eimsbüttel,53.605367,9.941351,16.33,2.5,5.5,47.8,1,8.0,67.8,>60 min,51.2,51.2,Medium
EMP0875,Hamburg-Wandsbek,53.600218,10.084607,23.64,5.9,9.3,38.4,1,12.3,69.9,>60 min,41.8,39.4,Low
EMP0876,Norderstedt,53.646832,10.000449,2.0,4.5,3.5,18.5,1,8.0,38.4,31–45 min,74.3,74.4,High
EMP0877,Hamburg-Eimsbüttel,53.566909,9.960628,2.0,4.5,6.8,33.1,1,8.9,57.4,46–60 min,57.2,56.6,Medium
EMP0878,Hamburg-Eimsbüttel,53.579152,9.984516,18.1,12.9,10.0,21.1,2,13.1,65.1,>60 min,32.6,29.8,Low
EMP0879,Hamburg-Wandsbek,53.578328,10.067706,26.9,11.6,6.5,41.7,0,11.5,71.3,>60 min,41.2,35.4,Low
EMP0880,Hamburg-Wandsbek,53.650923,10.094773,18.87,11.4,7.5,32.0,1,13.0,67.9,>60 min,37.3,33.1,Low
EMP0881,Hamburg-Nord,53.6226,10.011688,16.49,9.6,5.0,26.4,2,13.3,62.3,>60 min,38.1,36.3,Low
EMP0882,Hamburg-Wandsbek,53.580884,10.039281,11.96,7.7,9.4,28.9,2,10.3,64.3,>60 min,41.3,41.0,Medium
EMP0883,Norderstedt,53.703145,9.935213,2.0,10.3,4.2,8.8,0,4.5,27.8,≤30 min,86.5,84.3,High
EMP0884,Hamburg-Nord,53.623888,9.984315,19.4,4.9,12.4,36.4,3,6.3,72.0,>60 min,36.0,39.4,Low
EMP0885,Hamburg-Altona,53.516547,9.980839,17.41,6.4,6.9,22.7,0,13.8,49.8,46–60 min,62.4,58.0,Medium
EMP0886,Hamburg-Eimsbüttel,53.561977,9.937176,21.36,9.4,9.3,22.8,1,6.9,52.4,46–60 min,58.7,57.3,Medium
EMP0887,Hamburg-Eimsbüttel,53.581544,9.91626,9.8,12.3,4.8,17.0,0,12.4,46.5,46–60 min,60.7,55.1,Medium
EMP0888,Hamburg-Altona,53.566798,9.988837,29.44,6.6,4.5,30.0,1,5.6,50.7,46–60 min,64.1,64.0,Medium
EMP0889,Hamburg-Altona,53.514868,9.956339,24.32,7.5,4.6,48.1,0,6.4,66.6,>60 min,54.4,51.6,Medium
EMP0890,Hamburg-Wandsbek,53.604779,10.136875,13.44,9.8,6.4,45.1,3,11.8,85.1,>60 min,14.9,14.9,Low
EMP0891,Hamburg-Eimsbüttel,53.571026,9.964254,22.37,8.6,10.5,16.0,3,11.0,58.1,46–60 min,39.4,40.6,Medium
EMP0892,Ahrensburg,53.692259,10.234965,16.99,9.6,8.6,35.2,2,7.4,68.8,>60 min,38.4,38.3,Low
EMP0893,Hamburg-Eimsbüttel,53.615344,9.976357,14.03,6.6,4.5,26.5,1,7.1,48.7,46–60 min,64.4,63.9,Medium
EMP0894,Hamburg-Altona,53.585673,9.982738,19.57,3.1,2.0,44.8,0,12.1,61.9,>60 min,57.1,54.0,Medium
EMP0895,Hamburg-Bergedorf,53.530441,10.258398,36.91,5.4,4.2,30.2,0,13.3,53.0,46–60 min,61.2,57.3,Medium
EMP0896,Norderstedt,53.685498,9.95287,13.23,1.9,5.3,26.1,1,10.6,47.9,46–60 min,66.2,66.0,Medium
EMP0897,Hamburg-Eimsbüttel,53.583987,9.921759,14.23,7.4,7.3,31.3,2,9.1,63.1,>60 min,43.8,43.9,Medium
EMP0898,Hamburg-Altona,53.491659,9.91709,21.24,9.0,8.1,33.4,2,4.0,62.5,>60 min,47.8,49.0,Medium
EMP0899,Hamburg-Altona,53.532343,9.867738,27.7,9.4,5.7,16.8,0,8.6,40.5,31–45 min,72.6,69.1,Medium
EMP0900,Hamburg-Nord,53.610216,10.04689,20.55,5.0,4.1,35.9,0,4.7,49.7,46–60 min,72.9,71.7,High
EMP0901,Hamburg-Nord,53.613023,9.985622,5.29,3.1,5.2,41.5,0,3.2,53.0,46–60 min,71.9,71.1,High
EMP0902,Hamburg-Eimsbüttel,53.613872,9.92427,5.89,11.6,2.0,35.9,0,16.2,65.6,>60 min,41.4,34.4,Low
EMP0903,Hamburg-Altona,53.564356,9.940559,16.56,6.9,6.7,45.9,2,10.0,77.5,>60 min,31.2,30.9,Low
EMP0904,Hamburg-Nord,53.68222,10.062839,12.3,14.4,10.9,39.2,3,9.3,85.8,>60 min,12.8,12.1,Low
EMP0905,Ahrensburg,53.689035,10.265831,20.61,11.5,4.5,58.1,1,10.3,88.4,>60 min,25.7,21.9,Low
EMP0906,Hamburg-Wandsbek,53.559268,10.034622,24.52,4.5,13.4,38.8,1,6.5,67.2,>60 min,51.3,51.2,Medium
EMP0907,Hamburg-Nord,53.636762,10.058327,15.83,7.0,9.3,33.7,3,5.2,67.2,>60 min,39.1,42.2,Medium
EMP0908,Hamburg-Altona,53.501947,9.907785,29.08,9.3,6.8,28.7,0,11.2,55.9,46–60 min,56.9,52.4,Medium
EMP0909,Hamburg-Eimsbüttel,53.562686,9.932929,12.87,10.5,5.9,35.9,2,2.0,62.3,>60 min,48.5,49.9,Medium
EMP0910,Hamburg-Eimsbüttel,53.560578,9.93526,18.06,5.8,4.2,29.7,0,7.2,46.9,46–60 min,72.1,70.0,Medium
EMP0911,Hamburg-Bergedorf,53.465782,10.177159,19.28,2.9,7.2,38.3,0,3.3,51.7,46–60 min,73.0,72.3,High
EMP0912,Norderstedt,53.670998,9.988973,9.75,5.2,7.9,18.4,0,11.2,42.8,31–45 min,72.2,69.1,Medium
EMP0913,Norderstedt,53.710784,9.996936,10.27,3.5,6.3,26.1,1,9.3,49.2,46–60 min,64.9,64.6,Medium
EMP0914,Pinneberg,53.674944,9.750719,13.07,7.1,7.9,33.0,2,10.8,66.8,>60 min,39.2,38.9,Low
EMP0915,Pinneberg,53.68882,9.802312,21.57,6.1,6.4,31.8,1,9.4,57.7,46–60 min,54.9,53.7,Medium
EMP0916,Ahrensburg,53.649768,10.188701,23.38,5.6,5.7,49.1,1,6.6,71.0,>60 min,46.8,46.2,Medium
EMP0917,Hamburg-Altona,53.523695,9.937429,17.5,9.6,7.7,19.7,1,10.9,51.8,46–60 min,54.9,52.3,Medium
EMP0918,Hamburg-Altona,53.602377,9.916269,20.67,8.7,8.4,32.6,2,8.3,66.0,>60 min,40.8,40.7,Medium
EMP0919,Hamburg-Eimsbüttel,53.553068,9.940646,18.81,11.8,9.8,40.9,1,5.8,72.3,>60 min,40.2,38.0,Low
EMP0920,Hamburg-Nord,53.608146,10.055726,13.4,11.4,12.7,21.5,2,10.8,64.4,>60 min,37.0,35.4,Low
EMP0921,Hamburg-Altona,53.525305,9.952023,15.36,6.9,9.6,20.7,1,11.0,52.2,46–60 min,57.1,55.2,Medium
EMP0922,Hamburg-Harburg,53.446085,9.938237,16.82,6.1,8.0,52.0,2,7.2,81.4,>60 min,31.4,32.0,Low
EMP0923,Hamburg-Wandsbek,53.568666,10.069989,32.82,12.9,5.9,29.5,1,14.5,66.8,>60 min,35.2,30.1,Low
EMP0924,Hamburg-Nord,53.646061,9.977639,17.18,5.2,5.2,8.0,1,11.4,33.8,31–45 min,74.1,73.1,High
EMP0925,Hamburg-Altona,53.558253,9.907395,19.8,14.3,5.7,44.3,1,3.7,72.0,>60 min,40.2,37.8,Low
EMP0926,Hamburg-Eimsbüttel,53.585812,9.953018,13.48,7.3,2.7,22.3,0,5.7,38.0,31–45 min,79.7,77.8,High
EMP0927,Hamburg-Altona,53.54705,9.94018,24.3,13.9,6.6,37.8,0,2.0,60.3,>60 min,57.7,54.4,Medium
EMP0928,Hamburg-Harburg,53.493919,10.077005,27.04,5.8,7.5,30.0,2,9.8,61.1,>60 min,46.3,46.8,Medium
EMP0929,Hamburg-Wandsbek,53.582785,10.10827,14.44,11.7,3.1,43.0,0,6.3,64.2,>60 min,52.4,48.4,Medium
EMP0930,Hamburg-Bergedorf,53.43117,10.153979,44.11,3.2,3.7,52.6,1,5.8,69.3,>60 min,51.5,51.9,Medium
EMP0931,Hamburg-Eimsbüttel,53.570491,9.925884,22.62,7.8,8.9,31.7,3,4.6,65.0,>60 min,40.7,43.9,Medium
EMP0932,Hamburg-Eimsbüttel,53.610305,9.953993,5.33,2.9,6.1,21.8,0,7.5,38.3,31–45 min,82.0,80.8,High
EMP0933,Hamburg-Nord,53.56094,9.986394,2.0,7.9,6.9,36.1,1,4.9,59.8,46–60 min,55.8,55.3,Medium
EMP0934,Hamburg-Bergedorf,53.451993,10.238486,29.32,9.0,6.1,56.4,0,8.0,79.6,>60 min,40.2,36.1,Low
EMP0935,Hamburg-Bergedorf,53.439327,10.227617,27.52,7.8,4.7,48.3,0,6.1,66.9,>60 min,54.1,51.2,Medium
EMP0936,Hamburg-Altona,53.571074,9.863098,16.57,5.6,5.4,32.1,1,4.9,52.0,46–60 min,64.7,65.0,Medium
EMP0937,Norderstedt,53.707662,9.993914,17.06,8.4,9.3,10.7,0,2.4,30.8,31–45 min,88.0,87.0,High
EMP0938,Hamburg-Altona,53.493921,9.93725,25.22,2.4,5.6,29.6,1,8.5,50.0,46–60 min,66.0,66.3,Medium
EMP0939,Norderstedt,53.673485,9.973236,5.73,3.4,5.3,24.4,0,6.8,39.9,31–45 min,80.9,79.8,High
EMP0940,Hamburg-Altona,53.540519,9.939376,22.49,7.5,9.7,34.1,1,5.7,61.0,>60 min,54.3,53.7,Medium
EMP0941,Hamburg-Eimsbüttel,53.560782,10.023977,13.87,4.9,5.5,29.4,1,6.7,50.5,46–60 min,64.9,64.9,Medium
EMP0942,Hamburg-Harburg,53.493368,10.002248,23.91,6.0,7.7,32.2,0,2.0,47.9,46–60 min,76.2,75.6,High
EMP0943,Hamburg-Altona,53.611438,9.942536,18.95,7.4,5.1,35.4,1,7.2,59.2,46–60 min,54.4,53.3,Medium
EMP0944,Hamburg-Nord,53.589187,10.031567,13.58,10.6,7.9,32.2,1,9.6,64.4,>60 min,44.5,41.6,Medium
EMP0945,Hamburg-Nord,53.613936,10.097058,6.82,7.8,6.9,51.4,0,7.1,73.2,>60 min,47.8,44.5,Medium
EMP0946,Hamburg-Eimsbüttel,53.529829,9.944275,8.02,5.1,9.3,31.9,2,5.8,60.1,>60 min,51.9,53.8,Medium
EMP0947,Hamburg-Wandsbek,53.577678,10.104861,20.82,3.3,7.5,25.8,3,12.6,61.1,>60 min,40.6,42.8,Medium
EMP0948,Hamburg-Harburg,53.432224,9.979738,40.11,9.4,4.2,42.4,1,5.5,65.5,>60 min,48.8,47.6,Medium
EMP0949,Norderstedt,53.670425,9.962655,11.17,2.5,4.5,15.0,1,4.1,30.2,31–45 min,85.8,87.4,High
EMP0950,Hamburg-Eimsbüttel,53.54304,9.982671,9.14,6.8,2.1,33.7,0,11.0,53.7,46–60 min,61.5,57.8,Medium
EMP0951,Hamburg-Nord,53.649284,10.040141,19.5,9.6,13.7,25.5,3,5.4,66.2,>60 min,37.1,39.5,Low
EMP0952,Hamburg-Eimsbüttel,53.618507,9.914156,16.76,6.7,7.0,29.2,1,9.8,56.8,46–60 min,54.6,53.1,Medium
EMP0953,Hamburg-Eimsbüttel,53.549043,9.954217,19.92,13.5,2.0,20.8,0,7.4,43.7,31–45 min,66.8,62.4,Medium
EMP0954,Hamburg-Altona,53.575338,9.927058,35.44,11.4,4.2,31.9,0,6.0,53.5,46–60 min,62.1,58.5,Medium
EMP0955,Norderstedt,53.660784,10.003225,9.22,4.2,6.1,23.0,2,7.9,49.2,46–60 min,60.1,61.9,Medium
EMP0956,Norderstedt,53.736277,10.011783,5.51,6.0,6.4,22.9,0,2.5,37.7,31–45 min,84.4,83.9,High
EMP0957,Hamburg-Bergedorf,53.475024,10.218712,35.6,4.8,6.5,42.0,1,2.0,59.3,46–60 min,61.0,62.0,Medium
EMP0958,Hamburg-Nord,53.596334,9.935115,10.24,7.9,8.2,32.5,0,11.3,60.0,46–60 min,54.7,50.4,Medium
EMP0959,Hamburg-Nord,53.629174,10.013069,14.78,9.9,5.8,30.8,1,8.3,58.8,46–60 min,51.2,49.1,Medium
EMP0960,Hamburg-Nord,53.579168,9.959439,2.75,10.8,7.0,26.0,1,7.8,55.5,46–60 min,53.6,51.4,Medium
EMP0961,Hamburg-Nord,53.587044,10.001173,14.42,7.5,9.7,29.1,0,12.8,59.1,46–60 min,54.4,49.8,Medium
EMP0962,Hamburg-Nord,53.585455,10.00608,2.12,8.0,7.1,25.5,0,6.1,46.7,46–60 min,71.1,68.7,Medium
EMP0963,Hamburg-Altona,53.539549,9.85635,19.15,9.8,6.6,55.6,2,11.4,91.5,>60 min,20.8,19.0,Low
EMP0964,Hamburg-Altona,53.489268,9.898672,18.45,8.4,2.5,44.2,0,7.5,62.5,>60 min,56.0,52.6,Medium
EMP0965,Ahrensburg,53.691819,10.251056,29.74,9.9,5.5,51.4,1,7.3,78.1,>60 min,35.8,33.6,Low
EMP0966,Hamburg-Nord,53.564858,10.037183,16.52,12.6,2.8,40.7,0,6.9,63.0,>60 min,51.8,47.3,Medium
EMP0967,Ahrensburg,53.686861,10.234268,19.76,8.3,5.2,43.5,1,11.2,72.2,>60 min,38.5,35.6,Low
EMP0968,Hamburg-Altona,53.577086,9.938247,23.94,6.8,7.9,46.8,2,7.8,77.2,>60 min,33.7,34.1,Low
EMP0969,Hamburg-Nord,53.633417,10.0671,15.98,10.9,5.3,38.9,2,10.2,73.3,>60 min,30.5,29.0,Low
EMP0970,Hamburg-Altona,53.558345,9.936635,16.68,11.8,7.1,39.0,1,13.8,75.8,>60 min,29.3,24.5,Low
EMP0971,Hamburg-Eimsbüttel,53.593299,9.992122,27.22,9.4,8.9,39.5,1,7.7,69.5,>60 min,43.2,41.1,Medium
EMP0972,Hamburg-Altona,53.567851,9.935342,13.33,8.5,5.5,38.2,1,8.0,64.2,>60 min,48.3,46.6,Medium
EMP0973,Hamburg-Altona,53.580635,9.893746,12.27,6.9,3.5,38.0,1,6.3,58.8,46–60 min,56.2,55.6,Medium
EMP0974,Norderstedt,53.70772,10.041298,11.43,7.6,5.5,35.0,0,12.9,60.9,>60 min,52.6,47.9,Medium
EMP0975,Hamburg-Eimsbüttel,53.561937,9.936322,14.35,1.0,8.3,38.8,2,6.6,62.7,>60 min,52.6,55.3,Medium
EMP0976,Hamburg-Wandsbek,53.584853,10.181458,11.8,8.8,4.2,45.6,1,5.7,68.4,>60 min,46.8,45.6,Medium
EMP0977,Hamburg-Nord,53.604977,10.01728,20.22,11.8,2.3,33.4,0,6.3,53.8,46–60 min,61.1,57.2,Medium
EMP0978,Hamburg-Nord,53.645606,10.037373,10.19,8.1,2.4,24.0,1,11.4,49.9,46–60 min,57.5,55.2,Medium
EMP0979,Hamburg-Nord,53.661565,10.004076,11.63,11.1,9.9,49.3,2,9.9,88.2,>60 min,21.0,19.3,Low
EMP0980,Hamburg-Altona,53.545794,9.913952,22.14,12.2,5.5,33.7,0,9.8,61.3,>60 min,50.8,45.7,Medium
EMP0981,Pinneberg,53.620634,9.797704,23.04,7.0,7.8,46.7,1,3.0,68.5,>60 min,51.2,51.4,Medium
EMP0982,Hamburg-Harburg,53.450245,10.016917,17.45,9.4,6.9,55.8,2,8.2,88.2,>60 min,24.5,23.8,Low
EMP0983,Hamburg-Bergedorf,53.480319,10.172868,30.25,4.2,2.6,41.3,0,15.0,63.1,>60 min,52.1,47.7,Medium
EMP0984,Hamburg-Nord,53.616417,9.963559,4.79,16.5,8.8,26.0,1,6.5,61.8,>60 min,43.9,40.3,Medium
EMP0985,Hamburg-Altona,53.597573,9.956697,18.43,10.7,5.9,27.6,0,3.1,47.3,46–60 min,71.0,68.6,Medium
